Date,iOS 8.0 Sessions,iOS 8.1 Sessions,iOS 8.2 Sessions,iOS 8.3 Sessions,iOS 8.4 Sessions,iOS 9.0 Sessions,iOS 9.1 Sessions,iOS 9.2 Sessions,iOS 9.3 Sessions,iOS 10.0 Sessions,iOS 10.1 Sessions,iOS 10.2 Sessions,iOS 10.3 Sessions,iOS 11.0 Sessions,iOS 11.1 Sessions,iOS 11.2 Sessions,iOS 11.3 Sessions,iOS 11.4 Sessions,iOS 12.0 Sessions,iOS 12.1 Sessions,iOS 12.2 Sessions,iOS 12.3 Sessions,iOS 12.4 Sessions,iOS 12.5 Sessions,iOS 13.0 Sessions,iOS 13.1 Sessions,iOS 13.2 Sessions,iOS 13.3 Sessions,iOS 13.4 Sessions,iOS 13.5 Sessions,iOS 13.6 Sessions,iOS 13.7 Sessions,iOS 14.0 Sessions,iOS 14.1 Sessions,iOS 14.2 Sessions,iOS 14.3 Sessions,iOS 14.4 Sessions,iOS 14.5 Sessions,iOS 14.6 Sessions,iOS 14.7 Sessions,iOS 14.8 Sessions,iOS 15.0 Sessions,iOS 15.1 Sessions,iOS 15.2 Sessions,iOS 15.3 Sessions,iOS 15.4 Sessions,iOS 15.5 Sessions,iOS 15.6 Sessions,iOS 15.7 Sessions,iOS 15.8 Sessions,iOS 16.0 Sessions,iOS 16.1 Sessions,iOS 16.2 Sessions,iOS 16.3 Sessions,iOS 16.4 Sessions,iOS 16.5 Sessions,iOS 16.6 Sessions,iOS 17.0 Sessions,iOS 17.1 Sessions,iOS 17.2 Sessions,macOS 10.14.1 Sessions,macOS 10.14.2 Sessions,macOS 10.14.3 Sessions,macOS 10.14.4 Sessions,macOS 10.14.5 Sessions,macOS 10.14.6 Sessions,macOS 10.15 Sessions,macOS 10.15.1 Sessions,macOS 10.15.2 Sessions,macOS 10.15.3 Sessions,macOS 10.15.4 Sessions,macOS 10.15.5 Sessions,macOS 10.15.6 Sessions,macOS 10.15.7 Sessions,macOS 11.0 Sessions,macOS 11.0.1 Sessions,macOS 11.1 Sessions,macOS 11.2 Sessions,macOS 11.3 Sessions,macOS 11.4 Sessions,macOS 11.5 Sessions,macOS 11.6 Sessions,macOS 12.0 Sessions,macOS 12.1 Sessions,macOS 12.2 Sessions,macOS 12.3 Sessions,macOS 12.4 Sessions,macOS 12.5 Sessions,macOS 12.6 Sessions,macOS 12.7 Sessions,macOS 13.0 Sessions,macOS 13.1 Sessions,macOS 13.2 Sessions,macOS 13.3 Sessions,macOS 13.4 Sessions,macOS 13.5 Sessions,macOS 13.6 Sessions,macOS 14.0 Sessions,macOS 14.1 Sessions,macOS 14.2 Sessions,tvOS 9.0 Sessions,tvOS 9.1 Sessions,tvOS 9.2 Sessions,tvOS 10.0 Sessions,tvOS 10.1 Sessions,tvOS 10.2 Sessions,tvOS 11.0 Sessions,tvOS 11.1 Sessions,tvOS 11.2 Sessions,tvOS 11.3 Sessions,tvOS 11.4 Sessions,tvOS 12.0 Sessions,tvOS 12.1 Sessions,tvOS 12.2 Sessions,tvOS 12.3 Sessions,tvOS 12.4 Sessions,tvOS 13.0 Sessions,tvOS 13.2 Sessions,tvOS 13.3 Sessions,tvOS 13.4 Sessions,tvOS 14.0 Sessions,tvOS 14.2 Sessions,tvOS 14.3 Sessions,tvOS 14.4 Sessions,tvOS 14.5 Sessions,tvOS 14.6 Sessions,tvOS 14.7 Sessions,tvOS 15.0 Sessions,tvOS 15.1 Sessions,tvOS 15.2 Sessions,tvOS 15.3 Sessions,tvOS 15.4 Sessions,tvOS 15.5 Sessions,tvOS 15.6 Sessions,tvOS 16.0 Sessions,tvOS 16.1 Sessions,tvOS 16.2 Sessions,tvOS 16.3 Sessions,tvOS 16.4 Sessions,tvOS 16.5 Sessions,tvOS 16.6 Sessions,tvOS 17.0 Sessions,tvOS 17.1 Sessions,tvOS 17.2 Sessions
12/5/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,64.0,15.0,24.0,49.0,80.0,393.0,808.0,853.0,1286.0,2596.0,4800.0,17663.0,4531.0,14842.0,20409.0,64474.0,24946.0,46488.0,5402.0,20242.0,195411.0,43562.0,1375090.0,19234.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/6/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,3.0,3.0,6.0,9.0,38.0,3.0,20.0,41.0,48.0,382.0,750.0,867.0,1382.0,2413.0,4745.0,17708.0,4583.0,15545.0,20937.0,65216.0,24933.0,46265.0,5708.0,20042.0,199146.0,44712.0,1408097.0,19730.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/7/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,3.0,16.0,3.0,11.0,21.0,39.0,325.0,700.0,845.0,1307.0,2423.0,4362.0,17109.0,4143.0,14919.0,19657.0,63468.0,23749.0,44853.0,5254.0,19563.0,191652.0,42621.0,1352163.0,19106.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/8/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,1.0,0.0,2.0,5.0,12.0,3.0,2.0,10.0,3.0,28.0,3.0,14.0,44.0,21.0,359.0,753.0,801.0,1292.0,2586.0,4740.0,17633.0,4449.0,15540.0,20579.0,65234.0,24277.0,46100.0,5456.0,19728.0,198725.0,44288.0,1420666.0,20181.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/9/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,3.0,8.0,11.0,35.0,1.0,33.0,20.0,38.0,375.0,739.0,900.0,1408.0,2548.0,4768.0,17848.0,4471.0,15742.0,22153.0,69063.0,25643.0,48073.0,5991.0,21246.0,207405.0,49126.0,1494087.0,22110.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/10/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,4.0,7.0,17.0,1.0,24.0,25.0,62.0,320.0,727.0,861.0,1275.0,2458.0,4639.0,17529.0,4214.0,14794.0,21935.0,68211.0,25500.0,47640.0,5912.0,20848.0,205473.0,48631.0,1468175.0,22739.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/11/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,28.0,3.0,12.0,16.0,61.0,307.0,743.0,856.0,1390.0,2633.0,4756.0,17535.0,3960.0,14988.0,20066.0,67207.0,24627.0,46679.0,5907.0,20542.0,197003.0,45467.0,1395344.0,26798.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/12/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,23.0,6.0,31.0,5.0,9.0,30.0,37.0,406.0,682.0,764.0,1296.0,2326.0,4471.0,16858.0,3943.0,14463.0,19596.0,62377.0,23310.0,44246.0,5245.0,19223.0,186956.0,41801.0,1298959.0,48935.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/13/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,7.0,3.0,30.0,5.0,31.0,16.0,23.0,405.0,682.0,804.0,1237.0,2376.0,4522.0,16880.0,3733.0,14956.0,19233.0,62827.0,23209.0,44318.0,5193.0,18951.0,188511.0,41758.0,1302554.0,72242.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/14/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,21.0,4.0,21.0,19.0,31.0,331.0,716.0,845.0,1278.0,2413.0,4672.0,17367.0,3983.0,15036.0,19648.0,64385.0,23684.0,45683.0,5524.0,19590.0,192724.0,43320.0,1321471.0,91576.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/15/23,-,-,-,-,-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,1.0,1.0,2.0,13.0,25.0,7.0,7.0,17.0,22.0,52.0,390.0,734.0,873.0,1299.0,2493.0,4718.0,18389.0,3976.0,15492.0,20436.0,67487.0,25042.0,46972.0,5675.0,20298.0,199588.0,44920.0,1381981.0,108184.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/16/23,-,-,-,-,-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,31.0,0.0,23.0,44.0,54.0,411.0,686.0,862.0,1364.0,2620.0,4620.0,18222.0,4166.0,16082.0,22443.0,70174.0,26324.0,49221.0,5972.0,21113.0,210884.0,50083.0,1456455.0,124533.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/17/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,11.0,2.0,13.0,0.0,29.0,28.0,46.0,395.0,725.0,831.0,1306.0,2613.0,4376.0,17421.0,3841.0,14416.0,22018.0,68702.0,25133.0,46834.0,5775.0,20542.0,202822.0,48956.0,1392190.0,127386.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/18/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,6.0,17.0,1.0,7.0,19.0,53.0,397.0,666.0,838.0,1345.0,2618.0,4732.0,18404.0,3756.0,15400.0,22108.0,69326.0,25935.0,48626.0,5991.0,21235.0,205603.0,47588.0,1381958.0,135376.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/19/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,21.0,14.0,1.0,10.0,19.0,36.0,366.0,713.0,819.0,1469.0,2683.0,4683.0,18312.0,3920.0,15790.0,21308.0,68014.0,25752.0,47798.0,5718.0,20373.0,203498.0,46789.0,1380142.0,142228.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/20/23,-,-,-,-,-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,21.0,0.0,42.0,17.0,31.0,357.0,670.0,843.0,1265.0,2421.0,4630.0,17674.0,3634.0,15027.0,20145.0,65728.0,24317.0,46297.0,5585.0,20040.0,195407.0,44622.0,1309186.0,145387.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/21/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,16.0,0.0,17.0,23.0,32.0,368.0,734.0,898.0,1378.0,2481.0,4686.0,18183.0,3731.0,15895.0,21587.0,69420.0,25625.0,48383.0,5684.0,20569.0,206072.0,47507.0,1395969.0,169457.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/22/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,24.0,9.0,4.0,12.0,0.0,29.0,22.0,36.0,394.0,769.0,795.0,1403.0,2721.0,5180.0,19420.0,3766.0,16574.0,23107.0,74086.0,27509.0,50800.0,6122.0,22183.0,220484.0,51968.0,1495198.0,191434.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/23/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,3.0,24.0,1.0,20.0,33.0,99.0,367.0,767.0,875.0,1442.0,2715.0,5035.0,19397.0,3995.0,17152.0,24206.0,76417.0,28582.0,53399.0,6476.0,23080.0,227461.0,54416.0,1559929.0,210383.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/24/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,7.0,0.0,1.0,6.0,0.0,1.0,0.0,4.0,6.0,22.0,1.0,25.0,26.0,32.0,329.0,623.0,768.0,1217.0,2196.0,4309.0,16425.0,3281.0,13559.0,21241.0,64048.0,24564.0,44967.0,5612.0,19959.0,192079.0,47246.0,1305903.0,186820.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/25/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,13.0,0.0,6.0,13.0,36.0,172.0,309.0,374.0,677.0,1226.0,2281.0,8135.0,1879.0,8032.0,10233.0,30930.0,12005.0,21967.0,3011.0,10279.0,94979.0,23804.0,631833.0,101639.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/26/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,1.0,19.0,30.0,25.0,277.0,533.0,682.0,988.0,2018.0,3745.0,13979.0,2856.0,12328.0,17077.0,53173.0,19466.0,36045.0,4480.0,16527.0,158168.0,38768.0,1071217.0,174190.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/27/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,3.0,1.0,5.0,6.0,48.0,1.0,3.0,21.0,39.0,354.0,670.0,815.0,1312.0,2275.0,4249.0,17079.0,3346.0,14436.0,20806.0,64551.0,23881.0,44877.0,5463.0,20141.0,192055.0,46819.0,1295977.0,219186.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/28/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,3.0,3.0,26.0,7.0,17.0,21.0,47.0,315.0,618.0,786.0,1420.0,2429.0,4491.0,17482.0,3320.0,15206.0,21166.0,65179.0,24813.0,46504.0,5678.0,20057.0,197144.0,48102.0,1340034.0,234867.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/29/23,-,-,-,-,-,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,29.0,2.0,12.0,43.0,69.0,375.0,713.0,996.0,1309.0,2603.0,4753.0,17775.0,3660.0,15969.0,21572.0,67575.0,25028.0,46838.0,5818.0,20558.0,200225.0,48867.0,1381549.0,251696.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/30/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,3.0,0.0,7.0,5.0,19.0,0.0,18.0,9.0,40.0,329.0,706.0,879.0,1323.0,2506.0,4571.0,17428.0,3374.0,15003.0,21555.0,66202.0,24924.0,45838.0,5765.0,19726.0,196780.0,49289.0,1348618.0,256332.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12/31/23,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,14.0,1.0,4.0,14.0,17.0,2.0,21.0,29.0,46.0,310.0,634.0,782.0,1246.0,2289.0,4468.0,16992.0,3225.0,14359.0,20811.0,66109.0,25161.0,45953.0,5653.0,20271.0,193971.0,48488.0,1340355.0,261421.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1/1/24,-,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,21.0,4.0,20.0,1.0,49.0,22.0,27.0,314.0,470.0,627.0,956.0,1794.0,3171.0,12314.0,2504.0,11233.0,15137.0,48169.0,17847.0,33748.0,4351.0,15083.0,143700.0,35016.0,976000.0,199003.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
